claim_id,description,actual_severity,filing_date
CLM00468,Small dent from hail storm on 11/11/2024. 2020 Subaru Outback parked at Worcester Plaza. rear bumper affected.,Low,2024-11-11
CLM00469,Vehicle damaged by shopping cart blown by wind on 08/16/2025. 2018 Jeep Wrangler has dents on passenger side. Security footage available.,Medium,2025-08-16
CLM00470,"Rear-ended at intersection of Church St and Pleasant St in Newton on April 18, 2025. My 2020 Lexus RX sustained moderate damage to windshield. Police report filed.",Medium,2025-04-18
CLM00471,"Broken passenger side discovered on April 04, 2025 at Hartford Mall. Likely vandalism while parked. 2020 GMC Sierra.",Low,2025-04-04
CLM00472,"Minor parking lot incident on April 02, 2025. Small scratch on rear bumper of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.",Low,2025-04-02
CLM00473,"Small scratch along passenger side noticed on March 10, 2025. Unknown cause. 2022 Mercedes-Benz C-Class parked at Boston Shopping Center.",Low,2025-03-10
CLM00474,Hit and run while parked on 326 days ago at Lynn Mall. 2020 GMC Sierra has significant damage to quarter panel. Witnesses provided partial plate number.,Medium,2024-11-13
CLM00475,Vehicle damaged by shopping cart blown by wind on 31 days ago. 2019 Infiniti Q50 has dents on hood. Security footage available.,Medium,2025-09-04
CLM00476,Minor bumper contact in parking garage on 13 days ago. 2021 Tesla Model 3. Both parties exchanged information.,Low,2025-09-22
CLM00477,Side-swiped on highway near Cambridge on 02/08/2025. 2018 Jeep Wrangler has damage to tail light and hood. Other driver cited for unsafe lane change.,Medium,2025-02-08
CLM00478,"Minor parking lot incident on May 13, 2025. Small scratch on driver side door of my 2021 Mazda CX-5. No injuries. Other party left contact information.",Low,2025-05-13
CLM00479,Rear-ended at intersection of Union Street and Church St in Malden on 216 days ago. My 2020 GMC Sierra sustained moderate damage to quarter panel. Police report filed.,Medium,2025-03-03
CLM00480,Minor scrape on headlight while parking on 05/05/2025 at Boston Plaza. 2020 GMC Sierra. Paint transfer visible.,Low,2025-05-05
CLM00481,Tire damage from pothole on Washington Blvd on 48 days ago. 2020 Kia Sorento. Tire needs replacement.,Low,2025-08-18
CLM00482,Side-swiped on highway near Hartford on 03/16/2025. 2020 Chevrolet Silverado has damage to headlight and windshield. Other driver cited for unsafe lane change.,Medium,2025-03-16
CLM00483,Hit and run while parked on 12/21/2024 at Cambridge Shopping Center. 2018 Jeep Wrangler has significant damage to fender. Witnesses provided partial plate number.,Medium,2024-12-21
CLM00484,Small scratch along quarter panel noticed on 236 days ago. Unknown cause. 2021 Volkswagen Jetta parked at Providence Mall.,Low,2025-02-11
CLM00485,Vehicle damaged by shopping cart blown by wind on 180 days ago. 2021 Volkswagen Jetta has dents on tail light. Security footage available.,Medium,2025-04-08
CLM00486,Minor bumper contact in parking garage on 159 days ago. 2021 Volvo XC90. Both parties exchanged information.,Low,2025-04-29
CLM00487,Broken fender discovered on 185 days ago at Somerville Shopping Center. Likely vandalism while parked. 2021 Mazda CX-5.,Low,2025-04-03
CLM00488,Tire damage from pothole on Elm Street on 100 days ago. 2019 Nissan Altima. Tire needs replacement.,Low,2025-06-27
CLM00489,Minor parking lot incident on 10/12/2024. Small scratch on headlight of my 2018 Jeep Wrangler. No injuries. Other party left contact information.,Low,2024-10-12
CLM00490,Shopping cart dent on quarter panel at Lynn shopping center on 06/24/2025. 2021 Volvo XC90. Superficial damage only.,Low,2025-06-24
CLM00491,"URGENT: House fire at 6521 Pleasant St, Waltham on 265 days ago. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $200,000. Fire department report available. Family displaced.",High,2025-01-13
CLM00492,"Tire damage from pothole on Pine Road on October 02, 2025. 2022 Mercedes-Benz C-Class. Tire needs replacement.",Low,2025-10-02
CLM00493,"Broken hood discovered on January 04, 2025 at Quincy Mall. Likely vandalism while parked. 2019 Hyundai Elantra.",Low,2025-01-04
CLM00494,"Bird damage to paint on hood on July 29, 2025. 2018 Ford F-150. Etching visible, needs touch-up.",Low,2025-07-29
CLM00495,"Shopping cart dent on rear bumper at Medford shopping center on April 14, 2025. 2019 Audi A4. Superficial damage only.",Low,2025-04-14
CLM00496,Windshield chip from road debris on 6 days ago while driving on Cedar Lane. 2019 Nissan Altima. Small chip needs repair before it spreads.,Low,2025-09-29
CLM00497,Hit by opening car door on 12/19/2024 at Brookline Mall. Damage to trunk of my 2019 Honda Accord. Other party admitted fault.,Medium,2024-12-19
CLM00498,"Minor collision at stoplight on June 09, 2025. 2020 Lexus RX bumped from behind. Damage to front bumper.",Medium,2025-06-09
CLM00499,Small scratch along hood noticed on 12/30/2024. Unknown cause. 2018 Dodge Ram parked at Providence Mall.,Low,2024-12-30
CLM00500,Tire damage from pothole on Park Ave on 10/11/2024. 2020 Chevrolet Silverado. Tire needs replacement.,Low,2024-10-11
CLM00501,"Vehicle damaged by shopping cart blown by wind on March 31, 2025. 2020 Kia Sorento has dents on driver side door. Security footage available.",Medium,2025-03-31
CLM00502,"Bird damage to paint on hood on 353 days ago. 2021 Mazda CX-5. Etching visible, needs touch-up.",Low,2024-10-17
CLM00503,"Broken tail light discovered on April 08, 2025 at Medford Plaza. Likely vandalism while parked. 2020 GMC Sierra.",Low,2025-04-08
CLM00504,"Bird damage to paint on hood on April 09, 2025. 2018 Dodge Ram. Etching visible, needs touch-up.",Low,2025-04-09
CLM00505,Shopping cart dent on passenger side at Cambridge shopping center on 153 days ago. 2021 Mazda CX-5. Superficial damage only.,Low,2025-05-05
CLM00506,"Minor bumper contact in parking garage on August 29, 2025. 2019 Honda Accord. Both parties exchanged information.",Low,2025-08-29
CLM00507,"URGENT: Major collision on July 29, 2025 at Lake Street and Union Street in Springfield. My 2022 Acura MDX was hit by driver who ran red light. Extensive damage to side mirror, passenger side, and passenger side. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2025-07-29
CLM00508,Shopping cart dent on fender at Medford shopping center on 08/11/2025. 2020 Toyota Camry. Superficial damage only.,Low,2025-08-11
CLM00509,Tire damage from pothole on Washington Blvd on 11/10/2024. 2019 Nissan Altima. Tire needs replacement.,Low,2024-11-10
CLM00510,Minor parking lot incident on 23 days ago. Small scratch on fender of my 2019 Infiniti Q50. No injuries. Other party left contact information.,Low,2025-09-12
CLM00511,"Bird damage to paint on hood on May 01, 2025. 2018 Dodge Ram. Etching visible, needs touch-up.",Low,2025-05-01
CLM00512,"Bird damage to paint on hood on 284 days ago. 2020 GMC Sierra. Etching visible, needs touch-up.",Low,2024-12-25
CLM00513,"Bird damage to paint on hood on February 11, 2025. 2021 Tesla Model 3. Etching visible, needs touch-up.",Low,2025-02-11
CLM00514,"Vehicle struck by falling branch during storm on July 02, 2025. 2022 Mercedes-Benz C-Class has damage to side mirror and windshield. Tree maintenance company notified.",Medium,2025-07-02
CLM00515,Broken passenger side discovered on 07/28/2025 at Brookline Mall. Likely vandalism while parked. 2021 Mazda CX-5.,Low,2025-07-28
CLM00516,Small scratch along headlight noticed on 11 days ago. Unknown cause. 2019 Nissan Altima parked at Medford Plaza.,Low,2025-09-24
CLM00517,"My 2020 GMC Sierra was struck by drunk driver on 04/12/2025 at Malden Shopping Center. Extensive damage to quarter panel, rear bumper, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-04-12
CLM00518,Minor parking lot incident on 01/13/2025. Small scratch on passenger side of my 2019 Hyundai Elantra. No injuries. Other party left contact information.,Low,2025-01-13
CLM00519,Vehicle damaged by shopping cart blown by wind on 135 days ago. 2018 Dodge Ram has dents on trunk. Security footage available.,Medium,2025-05-23
CLM00520,"Hit by opening car door on January 12, 2025 at Cambridge Parking Garage. Damage to tail light of my 2021 Volkswagen Jetta. Other party admitted fault.",Medium,2025-01-12
CLM00521,"Broken driver side door discovered on November 26, 2024 at Lynn Plaza. Likely vandalism while parked. 2020 Subaru Outback.",Low,2024-11-26
CLM00522,"Vehicle damaged by shopping cart blown by wind on September 04, 2025. 2022 Mercedes-Benz C-Class has dents on trunk. Security footage available.",Medium,2025-09-04
CLM00523,Rear-ended at intersection of Broadway and Spring St in Quincy on 08/13/2025. My 2022 Mercedes-Benz C-Class sustained moderate damage to tail light. Police report filed.,Medium,2025-08-13
CLM00524,"Tire damage from pothole on Spring St on March 21, 2025. 2020 Toyota Camry. Tire needs replacement.",Low,2025-03-21
CLM00525,Shopping cart dent on windshield at Waltham shopping center on 10/02/2025. 2018 Dodge Ram. Superficial damage only.,Low,2025-10-02
CLM00526,Hit by opening car door on 64 days ago at Lynn Shopping Center. Damage to side mirror of my 2020 Subaru Outback. Other party admitted fault.,Medium,2025-08-02
CLM00527,Shopping cart dent on tail light at Springfield shopping center on 337 days ago. 2020 Chevrolet Silverado. Superficial damage only.,Low,2024-11-02
CLM00528,Small scratch along windshield noticed on 07/06/2025. Unknown cause. 2020 Subaru Outback parked at Newton Mall.,Low,2025-07-06
CLM00529,Windshield chip from road debris on 01/13/2025 while driving on School Road. 2021 Tesla Model 3. Small chip needs repair before it spreads.,Low,2025-01-13
CLM00530,Minor parking lot incident on 03/02/2025. Small scratch on windshield of my 2022 Mercedes-Benz C-Class. No injuries. Other party left contact information.,Low,2025-03-02
CLM00531,"Minor parking lot incident on June 01, 2025. Small scratch on headlight of my 2019 Infiniti Q50. No injuries. Other party left contact information.",Low,2025-06-01
CLM00532,"Devastating hail storm on 364 days ago damaged 2018 Dodge Ram and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2024-10-06
CLM00533,Small dent from hail storm on 126 days ago. 2020 Subaru Outback parked at Medford Parking Garage. tail light affected.,Low,2025-06-01
CLM00534,Minor scrape on tail light while parking on 10/19/2024 at Lowell Parking Garage. 2018 Dodge Ram. Paint transfer visible.,Low,2024-10-19
CLM00535,Minor bumper contact in parking garage on 09/25/2025. 2022 BMW X5. Both parties exchanged information.,Low,2025-09-25
CLM00536,Windshield chip from road debris on 02/19/2025 while driving on Summer St. 2018 Dodge Ram. Small chip needs repair before it spreads.,Low,2025-02-19
CLM00537,Tire damage from pothole on Summer St on 43 days ago. 2018 Jeep Wrangler. Tire needs replacement.,Low,2025-08-23
CLM00538,Tire damage from pothole on Hill Ave on 08/26/2025. 2019 Hyundai Elantra. Tire needs replacement.,Low,2025-08-26
CLM00539,"Bird damage to paint on hood on November 05, 2024. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2024-11-05
CLM00540,Small dent from hail storm on 10/24/2024. 2020 GMC Sierra parked at Newton Mall. rear bumper affected.,Low,2024-10-24
CLM00541,"Bird damage to paint on hood on June 03, 2025. 2022 Acura MDX. Etching visible, needs touch-up.",Low,2025-06-03
CLM00542,Severe accident on highway near Providence on 01/17/2025. 2018 Ford F-150 struck by semi-truck. Major damage to entire hood side. Vehicle towed from scene. Hospital treatment required. Police report number RPT930126.,High,2025-01-17
CLM00543,Minor collision at stoplight on 12/18/2024. 2018 Jeep Wrangler bumped from behind. Damage to passenger side.,Medium,2024-12-18
CLM00544,"Collision with deer on Elm Street near Newton on June 25, 2025. 2020 Toyota Camry has front-end damage including driver side door and rear bumper. Police report available.",Medium,2025-06-25
CLM00545,"Minor parking lot incident on July 06, 2025. Small scratch on hood of my 2020 Chevrolet Silverado. No injuries. Other party left contact information.",Low,2025-07-06
CLM00546,URGENT: 2018 Ford F-150 stolen from Quincy Parking Garage on 11/13/2024. Vehicle found abandoned three days later with severe damage. headlight and trunk destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.,High,2024-11-13
CLM00547,Small dent from hail storm on 66 days ago. 2019 Infiniti Q50 parked at Waltham Mall. fender affected.,Low,2025-07-31
CLM00548,Windshield chip from road debris on 130 days ago while driving on Main St. 2018 Jeep Wrangler. Small chip needs repair before it spreads.,Low,2025-05-28
CLM00549,Minor scrape on hood while parking on 12/26/2024 at Boston Plaza. 2021 Volvo XC90. Paint transfer visible.,Low,2024-12-26
CLM00550,"Minor bumper contact in parking garage on October 04, 2025. 2022 BMW X5. Both parties exchanged information.",Low,2025-10-04
CLM00551,Windshield chip from road debris on 184 days ago while driving on Main St. 2022 Mercedes-Benz C-Class. Small chip needs repair before it spreads.,Low,2025-04-04
CLM00552,Broken fender discovered on 191 days ago at Lynn Shopping Center. Likely vandalism while parked. 2018 Dodge Ram.,Low,2025-03-28
CLM00553,"Shopping cart dent on windshield at Malden shopping center on January 22, 2025. 2022 BMW X5. Superficial damage only.",Low,2025-01-22
CLM00554,Minor parking lot incident on 01/14/2025. Small scratch on side mirror of my 2022 BMW X5. No injuries. Other party left contact information.,Low,2025-01-14
CLM00555,Fender bender on 01/31/2025 at Union Street in Somerville. 2022 BMW X5 damage to tail light. Both drivers remained at scene.,Medium,2025-01-31
CLM00556,Vehicle damaged by shopping cart blown by wind on 194 days ago. 2019 Audi A4 has dents on side mirror. Security footage available.,Medium,2025-03-25
CLM00557,"Bird damage to paint on hood on 06/16/2025. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2025-06-16
CLM00558,Small scratch along quarter panel noticed on 11/28/2024. Unknown cause. 2018 Ford F-150 parked at Lowell Plaza.,Low,2024-11-28
CLM00559,"Backed into pole in parking lot on 09/02/2025 at Providence Shopping Center. 2021 Volvo XC90 has dent in trunk. My fault, estimated repair cost $3,500.",Medium,2025-09-02
